name,url,country,region,subregion,vertical,base_m,top_m,km,lifts,price,list
Tristeli – St. Margrethenberg,https://www.skiresort.com/en/ski-resort/tristeli-st-margrethenberg/,Switzerland,Eastern Switzerland,Heidiland,261,1190,1451,2.1,,"SFr. 28,- / approx. € 30,-",slope+alt
Les Thays – La Forclaz,https://www.skiresort.com/en/ski-resort/les-thays-la-forclaz/,Switzerland,Lemanic Region,Waadt,172,1259,1431,2.1,2,"SFr. 20,- / approx. € 21,-",slope+alt
Mendelpass – Monte Roen,https://www.skiresort.com/en/ski-resort/mendelpass-monte-roen/,Italy,Trentino-Alto Adige (Trentino-Südtirol),Trentino / Val di Non (Non Valley),226,1368,1594,2,2,"€ 32,-",slope+alt
Silvretta Bielerhöhe – Partenen,https://www.skiresort.com/en/ski-resort/silvretta-bielerhoehe-partenen/,Austria,Vorarlberg,Bludenz / Montafon,120,1910,2030,2,2,€ 53.50,slope+alt
Bolbeno,https://www.skiresort.com/en/ski-resort/bolbeno/,Italy,Trentino-Alto Adige (Trentino-Südtirol),Trentino / Valli Giudicarie/​Valle del Chiese,208,584,792,2,3,"€ 33,-",slope
Prägraten am Großvenediger,https://www.skiresort.com/en/ski-resort/praegraten-am-grossvenediger/,Austria,Tyrol (Tirol),Osttirol (East Tyrol) / Virgental,128,1312,1440,2,2,"€ 32,-",slope+alt
Schmolllifte – Steinhaus am Semmering,https://www.skiresort.com/en/ski-resort/schmolllifte-steinhaus-am-semmering/,Austria,Styria (Steiermark),Hochsteiermark,126,831,957,2,2,"€ 25,-",slope
Predaia-Coredo,https://www.skiresort.com/en/ski-resort/predaia-coredo/,Italy,Trentino-Alto Adige (Trentino-Südtirol),Trentino / Val di Non (Non Valley),150,1250,1400,2,,"€ 32,-",slope+alt
Sauris di Sopra,https://www.skiresort.com/en/ski-resort/sauris-di-sopra/,Italy,Friuli-Venezia Giulia,Udine,176,1244,1420,2,2,"€ 44,-",slope+alt
Flensa – Seewis,https://www.skiresort.com/en/ski-resort/flensa-seewis/,Switzerland,Eastern Switzerland,Graubünden / Prättigau,170,1015,1185,2,2,"SFr. 20,- / approx. € 21,-",slope+alt
Les Signaraux – La Motte d'Aveillans,https://www.skiresort.com/en/ski-resort/les-signaraux-la-motte-daveillans/,France,Auvergne-Rhône-Alpes,Isère / Grenoble,140,1290,1430,2,,"€ 6,-",slope+alt
Hittisberg – Hittisau,https://www.skiresort.com/en/ski-resort/hittisberg-hittisau/,Austria,Vorarlberg,Bregenz / Bregenzerwald,218,807,1025,2,2,"€ 23,-",slope
Wildentallift,https://www.skiresort.com/en/ski-resort/wildentallift/,Austria,Vorarlberg,Bregenz / Kleinwalsertal,120,1120,1240,2,,,slope+alt
Névache,https://www.skiresort.com/en/ski-resort/nevache/,France,Provence-Alpes-Côte d’Azur,Hautes-Alpes / Briançon,122,1585,1707,2,2,,slope+alt
Val d'Oronaye – Larche,https://www.skiresort.com/en/ski-resort/val-doronaye-larche/,France,Provence-Alpes-Côte d’Azur,Alpes-de-Haute-Provence / Barcelonnette / Vallée de l'Ubaye,200,1700,1900,2,4,,slope+alt
Tèct/Zinols – Bergün,https://www.skiresort.com/en/ski-resort/tect-zinols-berguen/,Switzerland,Eastern Switzerland,Graubünden / Bergün Filisur,169,1371,1540,2,3,"SFr. 36,- / approx. € 38,-",slope+alt
Wenigzell,https://www.skiresort.com/en/ski-resort/wenigzell/,Austria,Styria (Steiermark),Oststeiermark / Joglland-Waldheimat,180,940,1120,2,3,"€ 33,-",slope
Sonnenhanglifte – Unterjoch,https://www.skiresort.com/en/ski-resort/sonnenhanglifte-unterjoch/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Oberallgäu,115,1052,1167,2,2,"€ 19,-",slope
Karlift – Heiterwang,https://www.skiresort.com/en/ski-resort/karlift-heiterwang/,Austria,Tyrol (Tirol),Außerfern / Tiroler Zugspitz Arena,183,1050,1233,2,,"€ 32,-",slope+alt
Riepenlift – Antholz-Mittertal (Anterselva di Mezzo),https://www.skiresort.com/en/ski-resort/riepenlift-antholz-mittertal-anterselva-di-mezzo/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Plan de Corones (Kronplatz) / Antholzertal (Valle die Anterselva),362,1127,1489,2,,"€ 35,-",slope+alt
Druni KidsArena – Valtgeva,https://www.skiresort.com/en/ski-resort/druni-kidsarena-valtgeva/,Switzerland,Eastern Switzerland,Graubünden / Disentis Sedrun,91,1447,1538,2,3,"SFr. 27,- / approx. € 29,-",slope+alt
Lärchenhof – Erpfendorf,https://www.skiresort.com/en/ski-resort/laerchenhof-erpfendorf/,Austria,Tyrol (Tirol),Tiroler Unterland / Kitzbüheler Alpen / St. Johann in Tirol,139,684,823,2,2,€ 27.50,slope
Grub-Kaien,https://www.skiresort.com/en/ski-resort/grub-kaien/,Switzerland,Eastern Switzerland,Appenzellerland / Appenzell Ausserrhoden,220,845,1065,2,,"SFr. 30,- / approx. € 32,-",slope
Wexl Arena – St. Corona am Wechsel,https://www.skiresort.com/en/ski-resort/wexl-arena-st-corona-am-wechsel/,Austria,Lower Austria (Niederösterreich),Wiener Alpen / Neunkirchen,199,840,1039,2,5,"€ 35,-",slope
Campo Blenio,https://www.skiresort.com/en/ski-resort/campo-blenio/,Switzerland,Ticino,Bellinzonese and Upper Ticino / Blenio Valley (Valle di Blenio),371,1207,1578,2,3,"SFr. 32,- / approx. € 34,-",slope+alt
Gaugen – Greifenburg,https://www.skiresort.com/en/ski-resort/gaugen-greifenburg/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Spittal an der Drau / Outdoorpark Oberdrautal,287,1713,2000,2,,,slope+alt
Andolla Ski – Alpe Cheggio,https://www.skiresort.com/en/ski-resort/andolla-ski-alpe-cheggio/,Italy,Piedmont (Piemonte),Verbano-Cusio-Ossola,85,1468,1553,2,,,slope+alt
Krähenberg – Sibratsgfäll,https://www.skiresort.com/en/ski-resort/kraehenberg-sibratsgfaell/,Austria,Vorarlberg,Bregenz / Bregenzerwald,197,842,1039,2,2,"€ 27,-",slope
Nagelköpfl – Piesendorf,https://www.skiresort.com/en/ski-resort/nagelkoepfl-piesendorf/,Austria,Salzburg (Salzburger Land),Pinzgau,115,785,900,2,3,"€ 25,-",slope
Zlaim – Grundlsee,https://www.skiresort.com/en/ski-resort/zlaim-grundlsee/,Austria,Styria (Steiermark),Salzkammergut / Ausseerland,126,770,896,2,2,"€ 20,-",slope
La Poya – Vallorcine,https://www.skiresort.com/en/ski-resort/la-poya-vallorcine/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Haute-Savoie / Bonneville / Pays du Mont Blanc / Chamonix-Mont-Blanc,200,1350,1550,2,4,"€ 20,-",slope+alt
Le Reposoir/Châlet Neuf,https://www.skiresort.com/en/ski-resort/le-reposoir-chalet-neuf/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Haute-Savoie / Bonneville / Faucigny,300,1300,1600,2,2,"€ 15,-",slope+alt
Nollen – Unterägeri,https://www.skiresort.com/en/ski-resort/nollen-unteraegeri/,Switzerland,Central Switzerland,Zug,281,765,1046,2,2,"SFr. 20,- / approx. € 21,-",slope
Friherrenberg – Einsiedeln,https://www.skiresort.com/en/ski-resort/friherrenberg-einsiedeln/,Switzerland,Central Switzerland,Schwyz / Mythen Region,195,918,1113,2,2,"SFr. 27,- / approx. € 29,-",slope
Knittellifte – Elbigenalp,https://www.skiresort.com/en/ski-resort/knittellifte-elbigenalp/,Austria,Tyrol (Tirol),Reutte / Lechtal,170,1050,1220,2,3,"€ 28,-",slope+alt
Tegelberg – Schwangau,https://www.skiresort.com/en/ski-resort/tegelberg-schwangau/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Ostallgäu,900,830,1730,1.9,5,"€ 34,-",slope+alt
Feistritzsattel – Trattenbach,https://www.skiresort.com/en/ski-resort/feistritzsattel-trattenbach/,Austria,Lower Austria (Niederösterreich),Wiener Alpen / Neunkirchen,168,1114,1282,1.9,2,"€ 22,-",slope+alt
Reith bei Kitzbühel,https://www.skiresort.com/en/ski-resort/reith-bei-kitzbuehel/,Austria,Tyrol (Tirol),Tiroler Unterland / Kitzbühel (District) / Kitzbühel,95,770,865,1.8,2,,slope
Vigiljoch (Monte San Vigilio) – Lana,https://www.skiresort.com/en/ski-resort/vigiljoch-monte-san-vigilio-lana/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Merano and Environs,328,1486,1814,1.8,2,"€ 22,-",slope+alt
Hochwacht – Mosnang,https://www.skiresort.com/en/ski-resort/hochwacht-mosnang/,Switzerland,Eastern Switzerland,St. Gallen / Toggenburg,115,720,835,1.8,,"SFr. 18,- / approx. € 19,-",slope
Schönfeld – Thomatal,https://www.skiresort.com/en/ski-resort/schoenfeld-thomatal/,Austria,Salzburg (Salzburger Land),Lungau,360,1740,2100,1.8,2,"€ 32,-",slope+alt
St. Hemma – Edelschrott,https://www.skiresort.com/en/ski-resort/st-hemma-edelschrott/,Austria,Styria (Steiermark),Voitsberg,128,1007,1135,1.8,,"€ 20,-",slope
"Payel di Valsavarenche – Dégioz <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/payel-di-valsavarenche-degioz/,Italy,Aosta Valley (Valle d'Aosta),Gran Paradiso,141,1540,1681,1.7,,,slope+alt
Télégiettes,https://www.skiresort.com/en/ski-resort/telegiettes/,Switzerland,Lemanic Region,Valais (Wallis) / Val d'Illiez,420,1280,1700,1.7,2,,slope+alt
Monte Poieto – Aviatico,https://www.skiresort.com/en/ski-resort/monte-poieto-aviatico/,Italy,Lombardy,Bergamo,178,1197,1375,1.7,2,,slope+alt
Poseka – Ravne na Koroškem,https://www.skiresort.com/en/ski-resort/poseka-ravne-na-koroskem/,Slovenia,Carinthia (Koroška),,155,432,587,1.7,,€ 17.50,slope
Urnäsch – Osteregg,https://www.skiresort.com/en/ski-resort/urnaesch-osteregg/,Switzerland,Eastern Switzerland,Appenzellerland / Appenzell Ausserrhoden,230,850,1080,1.7,2,"SFr. 29,- / approx. € 31,-",slope
Gähwil,https://www.skiresort.com/en/ski-resort/gaehwil/,Switzerland,Eastern Switzerland,St. Gallen / Toggenburg,155,750,905,1.7,3,"SFr. 28,- / approx. € 30,-",slope
Stanzach,https://www.skiresort.com/en/ski-resort/stanzach/,Austria,Tyrol (Tirol),Reutte / Lechtal,109,940,1049,1.7,3,"€ 30,-",slope
Ötzlifte (Rabenkopf) – Kochel am See,https://www.skiresort.com/en/ski-resort/oetzlifte-rabenkopf-kochel-am-see/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Tölzer Land,210,650,860,1.6,3,"€ 25,-",slope
Brüsti – Attinghausen,https://www.skiresort.com/en/ski-resort/bruesti-attinghausen/,Switzerland,Central Switzerland,Uri / Reuss Valley (Reusstal),173,1428,1601,1.5,4,"SFr. 32,- / approx. € 34,-",slope+alt
Macesnovc Rateče,https://www.skiresort.com/en/ski-resort/macesnovc-ratece/,Slovenia,Gorenjska (Upper Carniola),,316,866,1182,1.5,2,,slope
Feldthurns (Velturno),https://www.skiresort.com/en/ski-resort/feldthurns-velturno/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Eisacktal,115,1050,1165,1.5,,"€ 19,-",slope
Les Égaux,https://www.skiresort.com/en/ski-resort/les-egaux/,France,Auvergne-Rhône-Alpes,Isère / Grenoble,129,951,1080,1.5,4,€ 15.50,slope
Pirstingerkogellift Sommeralm,https://www.skiresort.com/en/ski-resort/pirstingerkogellift-sommeralm/,Austria,Styria (Steiermark),Oststeiermark / Naturpark Almenland,85,1290,1375,1.5,2,"€ 29,-",slope+alt
Schneiderkopf – Buch,https://www.skiresort.com/en/ski-resort/schneiderkopf-buch/,Austria,Vorarlberg,Bodensee-Vorarlberg,175,705,880,1.5,2,,slope
St. Magdalena (Gsies/Valle di Casies),https://www.skiresort.com/en/ski-resort/st-magdalena-gsies-valle-di-casies/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Gsies Valley (Valle di Casies),235,1444,1679,1.5,,"€ 28,-",slope+alt
Martinaux,https://www.skiresort.com/en/ski-resort/martinaux/,Switzerland,Lemanic Region,Waadt,196,1485,1681,1.5,,"SFr. 10,- / approx. € 11,-",slope+alt
Gurnigelbad,https://www.skiresort.com/en/ski-resort/gurnigelbad/,Switzerland,Espace Mittelland,Bern,95,1197,1292,1.5,,"SFr. 28,- / approx. € 30,-",slope+alt
Hüttegglift – Weerberg,https://www.skiresort.com/en/ski-resort/huettegglift-weerberg/,Austria,Tyrol (Tirol),Silberregion Karwendel,250,1250,1500,1.5,2,"€ 25,-",slope+alt
Montmin,https://www.skiresort.com/en/ski-resort/montmin/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Haute-Savoie / Annecy / Lac d’Annecy,85,1110,1195,1.5,2,"€ 12,-",slope+alt
Birkenlift/Geigenbühel,https://www.skiresort.com/en/ski-resort/birkenlift-geigenbuehel/,Austria,Tyrol (Tirol),Innsbruck / Innsbruck-Land / Region Seefeld – Tirols Hochplateau,50,1167,1217,1.5,8,"€ 38,-",slope+alt
Hemberg,https://www.skiresort.com/en/ski-resort/hemberg/,Switzerland,Eastern Switzerland,St. Gallen / Toggenburg,58,1069,1127,1.5,2,"SFr. 27,- / approx. € 29,-",slope
Malga Varena – Passo Lavazè,https://www.skiresort.com/en/ski-resort/malga-varena-passo-lavaze/,Italy,Trentino-Alto Adige (Trentino-Südtirol),Trentino / Val di Fiemme,71,1769,1840,1.5,,,slope+alt
Lechnerberg,https://www.skiresort.com/en/ski-resort/lechnerberg/,Austria,Salzburg (Salzburger Land),Pinzgau / Zell am See-Kaprun,65,770,835,1.5,2,,slope
Survih – Samedan,https://www.skiresort.com/en/ski-resort/survih-samedan/,Switzerland,Eastern Switzerland,Graubünden / Engadin St. Moritz,152,1760,1912,1.5,3,"SFr. 39,- / approx. € 41,-",slope+alt
Hausberglift – Waidring,https://www.skiresort.com/en/ski-resort/hausberglift-waidring/,Austria,Tyrol (Tirol),Tiroler Unterland / Kitzbüheler Alpen / Pillersee Valley (Pillerseetal),100,800,900,1.5,3,,slope
Winterhöh – Wildalpen,https://www.skiresort.com/en/ski-resort/winterhoeh-wildalpen/,Austria,Styria (Steiermark),Hochsteiermark,168,672,840,1.5,2,,slope
Presolana,https://www.skiresort.com/en/ski-resort/presolana/,Italy,Lombardy,Bergamo,174,1194,1368,1.4,4,"€ 32,-",slope+alt
Lammertallift,https://www.skiresort.com/en/ski-resort/lammertallift/,Austria,Salzburg (Salzburger Land),Pongau,120,980,1100,1.4,,€ 31.50,slope
Sonnenbichl – Bad Wiessee,https://www.skiresort.com/en/ski-resort/sonnenbichl-bad-wiessee/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Tegernsee-Schliersee,194,832,1026,1.4,2,,slope
Saint-Colomban-des-Villards,https://www.skiresort.com/en/ski-resort/saint-colomban-des-villards/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Savoie / Maurienne,149,1084,1233,1.4,3,,slope+alt
Mogno,https://www.skiresort.com/en/ski-resort/mogno/,Switzerland,Ticino,Lago Maggiore and Valleys / Val Lavizzara,106,1156,1262,1.4,2,"SFr. 18,- / approx. € 19,-",slope+alt
Compedal – Assling,https://www.skiresort.com/en/ski-resort/compedal-assling/,Austria,Tyrol (Tirol),Osttirol (East Tyrol) / Lienz Dolomites,365,1312,1677,1.4,,,slope+alt
Brenneralm – Breitenfurt bei Wien,https://www.skiresort.com/en/ski-resort/brenneralm-breitenfurt-bei-wien/,Austria,Lower Austria (Niederösterreich),Wienerwald Holiday Region,90,385,475,1.4,,,slope
Hochplett – Oberaschau,https://www.skiresort.com/en/ski-resort/hochplett-oberaschau/,Austria,Upper Austria (Oberösterreich),Traunviertel / Vöcklabruck,109,650,759,1.4,3,,slope
Herzogstand – Walchensee,https://www.skiresort.com/en/ski-resort/herzogstand-walchensee/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Tölzer Land,194,1440,1634,1.3,2,"€ 24,-",slope+alt
Straža – Bled,https://www.skiresort.com/en/ski-resort/straza-bled/,Slovenia,Gorenjska (Upper Carniola),,131,503,634,1.3,3,"€ 17,-",slope
Brunni – Alpthal,https://www.skiresort.com/en/ski-resort/brunni-alpthal/,Switzerland,Central Switzerland,Schwyz / Mythen Region,100,1100,1200,1.3,,"SFr. 29,- / approx. € 31,-",slope+alt
Heiti – Gsteig bei Gstaad,https://www.skiresort.com/en/ski-resort/heiti-gsteig-bei-gstaad/,Switzerland,Espace Mittelland,Bern / Bernese Oberland / Gstaad,143,1227,1370,1.3,,"SFr. 35,- / approx. € 37,-",slope+alt
Le Grand Plan – Col du Barioz,https://www.skiresort.com/en/ski-resort/le-grand-plan-col-du-barioz/,France,Auvergne-Rhône-Alpes,Isère / Grenoble,335,1365,1700,1.3,3,"€ 10,-",slope+alt
Grünberg – Obsteig,https://www.skiresort.com/en/ski-resort/gruenberg-obsteig/,Austria,Tyrol (Tirol),Innsbruck region,72,1030,1102,1.3,5,"€ 26,-",slope
Walterswil,https://www.skiresort.com/en/ski-resort/walterswil/,Switzerland,Espace Mittelland,Bern,91,684,775,1.3,,"SFr. 28,- / approx. € 30,-",slope
Schneeberglifte – Mitterland (Thiersee),https://www.skiresort.com/en/ski-resort/schneeberglifte-mitterland-thiersee/,Austria,Tyrol (Tirol),Tiroler Unterland / Kufstein / Kufsteinerland,60,800,860,1.2,4,"€ 27,-",slope
Roggenboden,https://www.skiresort.com/en/ski-resort/roggenboden/,Austria,Tyrol (Tirol),Tiroler Unterland / Kufstein / Wildschönau,45,955,1000,1.2,2,€ 44.50,slope
Pichl (Gsies),https://www.skiresort.com/en/ski-resort/pichl-gsies/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Gsies Valley (Valle di Casies),168,1229,1397,1.2,,"€ 27,-",slope+alt
Lessach,https://www.skiresort.com/en/ski-resort/lessach/,Austria,Salzburg (Salzburger Land),Lungau,156,1181,1337,1.2,,"€ 24,-",slope+alt
Monte Corno – Lusiana,https://www.skiresort.com/en/ski-resort/monte-corno-lusiana/,Italy,Venetia (Veneto),Vicenza / Asiago,140,1260,1400,1.2,,,slope+alt
Péra – Trun,https://www.skiresort.com/en/ski-resort/pera-trun/,Switzerland,Eastern Switzerland,Graubünden / Surselva,120,920,1040,1.2,,"SFr. 24,- / approx. € 25,-",slope
Buchserberg-Malbun – Buchs,https://www.skiresort.com/en/ski-resort/buchserberg-malbun-buchs/,Switzerland,Eastern Switzerland,St. Gallen,106,1379,1485,1.2,,"SFr. 18,- / approx. € 19,-",slope+alt
Johnsbach (Admont),https://www.skiresort.com/en/ski-resort/johnsbach-admont/,Austria,Styria (Steiermark),Liezen / Alpenregion Nationalpark Gesäuse,135,880,1015,1.2,,,slope
Tschardund – Nenzing,https://www.skiresort.com/en/ski-resort/tschardund-nenzing/,Austria,Vorarlberg,Bodensee-Vorarlberg,158,822,980,1.2,,,slope
Senožeta,https://www.skiresort.com/en/ski-resort/senozeta/,Slovenia,Gorenjska (Upper Carniola),,120,570,690,1.2,2,,slope
Selfranga – Klosters,https://www.skiresort.com/en/ski-resort/selfranga-klosters/,Switzerland,Eastern Switzerland,Graubünden / Davos Klosters,168,1186,1354,1.2,2,"SFr. 30,- / approx. € 32,-",slope+alt
Reckingen-Gluringen,https://www.skiresort.com/en/ski-resort/reckingen-gluringen/,Switzerland,Lemanic Region,Valais (Wallis) / Obergoms,112,1333,1445,1.2,2,"SFr. 30,- / approx. € 32,-",slope+alt
Monte Purito – Selvino,https://www.skiresort.com/en/ski-resort/monte-purito-selvino/,Italy,Lombardy,Bergamo,165,946,1111,1.1,3,"€ 20,-",slope
Viševnik na Pokljuki,https://www.skiresort.com/en/ski-resort/visevnik-na-pokljuki/,Slovenia,Gorenjska (Upper Carniola),,205,1370,1575,1.1,2,,slope+alt
Falken,https://www.skiresort.com/en/ski-resort/falken/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Oberallgäu / Nagelfluhkette,137,1443,1580,1.1,,,slope+alt
Gasse – Ridnaun,https://www.skiresort.com/en/ski-resort/gasse-ridnaun/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Eisacktal,98,1386,1484,1.1,,"€ 18,-",slope+alt
Bacherleitn – Weißenbach bei Liezen,https://www.skiresort.com/en/ski-resort/bacherleitn-weissenbach-bei-liezen/,Austria,Styria (Steiermark),Liezen,118,663,781,1.1,,"€ 21,-",slope
Funes (Villnöss),https://www.skiresort.com/en/ski-resort/funes-villnoess/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Eisacktal / Villnöss,246,1252,1498,1.1,,"€ 25,-",slope+alt
Reithlift – Schwangau,https://www.skiresort.com/en/ski-resort/reithlift-schwangau/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Ostallgäu,120,830,950,1.1,,,slope
Oberwaldlifte – Faistenau,https://www.skiresort.com/en/ski-resort/oberwaldlifte-faistenau/,Austria,Salzburg (Salzburger Land),Salzkammergut / Lake Fuschl (Fuschlsee),85,790,875,1.1,2,"€ 14,-",slope
Bäretswil,https://www.skiresort.com/en/ski-resort/baeretswil/,Switzerland,Zürich,,123,712,835,1.1,3,"SFr. 22,- / approx. € 23,-",slope
Ellegglifte – Faistenoy (Oy-Mittelberg),https://www.skiresort.com/en/ski-resort/ellegglifte-faistenoy-oy-mittelberg/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Oberallgäu,62,937,999,1.1,2,"€ 15,-",slope
Trins,https://www.skiresort.com/en/ski-resort/trins/,Austria,Tyrol (Tirol),Innsbruck / Innsbruck-Land / Wipptal,79,1189,1268,1,,€ 20.50,slope+alt
Languard – Pontresina,https://www.skiresort.com/en/ski-resort/languard-pontresina/,Switzerland,Eastern Switzerland,Graubünden / Engadin St. Moritz / Val Bernina,90,1830,1920,1,5,"SFr. 36.50 / approx. € 39,-",slope+alt
Reiserhang – Gaißach,https://www.skiresort.com/en/ski-resort/reiserhang-gaissach/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Tölzer Land,138,722,860,1,2,"€ 24,-",slope
Ruffrè – Monte Nock,https://www.skiresort.com/en/ski-resort/ruffre-monte-nock/,Italy,Trentino-Alto Adige (Trentino-Südtirol),Trentino / Val di Non (Non Valley),124,1218,1342,1,,"€ 32,-",slope+alt
Conca dell'Alben,https://www.skiresort.com/en/ski-resort/conca-dellalben/,Italy,Lombardy,Bergamo / Val Brembana,75,1345,1420,1,,,slope+alt
Wirzweli – Dallenwil,https://www.skiresort.com/en/ski-resort/wirzweli-dallenwil/,Switzerland,Central Switzerland,Engelberg-Titlis,135,1215,1350,1,3,"SFr. 31,- / approx. € 33,-",slope+alt
